night_date,n_hours,err,err_mw,a_share,f_share,wb,cum_cold_h,season,month,doy,dow,holiday,below,dist,campaign_start,campaign_night2
2022-12-11,11,-0.010964152667548677,14.276272727272705,4.913763120059724,4.924727272727273,-7.75230223121026,417.0,2022,12,345,6,0,1,-5.75230223121026,0,0
2022-12-12,11,0.2103358723595158,29.77772727272729,5.043608599632243,4.833272727272727,-12.898709477396624,441.0,2022,12,346,0,0,1,-10.898709477396624,0,0
2022-12-13,11,0.17655070327824526,13.520454545454557,5.040823430550972,4.864272727272727,-10.35568707221165,465.0,2022,12,347,1,0,1,-8.35568707221165,0,0
2022-12-14,11,0.15660080957430325,20.552,4.9762371732106665,4.819636363636364,-4.846439043259857,489.0,2022,12,348,2,0,1,-2.846439043259857,0,0
2022-12-15,11,0.05778952700640705,-0.6844545454545348,4.805971345188225,4.748181818181818,-1.7858618619974826,503.0,2022,12,349,3,0,0,0.21413813800251735,0,0
2022-12-16,11,-0.35077456323878026,-44.439545454545446,4.4499527094884925,4.800727272727273,-1.6899553485192775,510.0,2022,12,350,4,0,0,0.31004465148072247,0,0
2022-12-17,11,-0.2595387815442143,-48.178363636363635,4.621279400273967,4.8808181818181815,-4.13051702917879,521.0,2022,12,351,5,0,1,-2.1305170291787903,1,0
2022-12-18,11,-0.1282441247138827,-20.54809090909092,4.749846784377026,4.878090909090909,-5.7757625986845875,545.0,2022,12,352,6,0,1,-3.7757625986845875,0,1
2022-12-19,10,0.07888400131779613,12.164999999999987,4.894184001317796,4.8153,-6.293752628424995,570.0,2022,12,353,0,0,1,-4.293752628424995,0,0
2022-12-20,11,0.1291662153395965,17.047818181818176,4.95180257897596,4.822636363636364,-10.293587473756672,593.0,2022,12,354,1,0,1,-8.293587473756672,0,0
2022-12-21,11,0.015858149890813245,4.502454545454549,4.870949058981722,4.855090909090909,-8.022611336826518,617.0,2022,12,355,2,1,1,-6.022611336826518,0,0
2022-12-22,11,-0.1928823550658409,-29.942272727272726,4.757663099479614,4.950545454545455,-0.5440590070010516,641.0,2022,12,356,3,1,0,1.4559409929989484,0,0
2022-12-23,11,-0.4919958511751916,-94.75836363636363,4.374367785188445,4.866363636363636,-16.267586354628914,646.0,2022,12,357,4,1,1,-14.267586354628914,0,0
2022-12-24,11,-0.06333355104109567,7.522545454545438,4.668484630777086,4.7318181818181815,-15.8636714444225,670.0,2022,12,358,5,1,1,-13.8636714444225,0,0
2022-12-25,11,0.0038055258601833552,-3.9166363636363815,4.771532798587456,4.767727272727273,-11.335186322912492,694.0,2022,12,359,6,1,1,-9.335186322912492,0,0
2022-12-26,8,0.3385331979354802,15.338624999999993,5.0991581979354805,4.760625,-9.87027361801159,720.0,2022,12,360,0,1,1,-7.8702736180115895,0,0
2022-12-27,11,0.1718313510105437,16.245818181818187,4.948013169192362,4.776181818181818,-8.764289427539724,742.0,2022,12,361,1,1,1,-6.764289427539724,0,0
2022-12-28,11,0.08595285085275824,-7.868090909090918,4.868316487216394,4.782363636363637,-3.331279603750319,766.0,2022,12,362,2,1,1,-1.331279603750319,0,0
2022-12-29,10,-0.05537152949636921,-24.70840000000002,4.7213284705036305,4.7767,3.598514151556126,779.0,2022,12,363,3,1,0,5.598514151556126,0,0
2022-12-30,11,0.054964650272793444,-9.202545454545445,4.799691923000066,4.744727272727273,5.499574762441532,779.0,2022,12,364,4,1,0,7.499574762441532,0,0
2023-11-01,11,-0.11019786291404632,-12.899272727272727,4.694802137085954,4.805,-5.108342071603222,32.0,2023,11,305,2,0,1,-3.1083420716032224,0,0
2023-11-02,11,-0.3239332582215186,-33.06081818181818,4.510884923596663,4.834818181818182,-1.8618236402487973,50.0,2023,11,306,3,0,0,0.13817635975120268,0,0
2023-11-03,11,-0.4237512465912428,-44.37963636363636,4.48988511704512,4.913636363636363,2.0774709912542657,54.0,2023,11,307,4,0,0,4.077470991254266,0,0
2023-11-04,12,-0.2933765149276024,-33.25733333333334,4.592956818405731,4.886333333333334,3.439379494699264,54.0,2023,11,308,5,0,0,5.4393794946992635,0,0
2023-11-05,11,-0.23208657023454438,-29.74954545454545,4.771822520674546,5.003909090909091,-2.5805427798239147,54.0,2023,11,309,6,0,1,-0.5805427798239147,1,0
2023-11-06,11,-0.309480448796869,-35.69036363636363,4.681155914839494,4.990636363636363,4.421223475794117,64.0,2023,11,310,0,0,0,6.421223475794117,0,1
2023-11-07,11,-0.07377525459727115,-15.355636363636366,5.038588381766366,5.112363636363637,-3.4759042862161866,64.0,2023,11,311,1,0,1,-1.4759042862161866,0,0
2023-11-08,11,0.09173058864690456,5.06054545454547,5.010276043192359,4.9185454545454546,-4.474319273071118,85.0,2023,11,312,2,0,1,-2.474319273071118,0,0
2023-11-09,11,-0.1757192507903981,-12.910727272727275,4.650371658300511,4.826090909090909,1.2434140865767043,100.0,2023,11,313,3,0,0,3.2434140865767045,0,0
2023-11-10,11,-0.1971269248003584,-24.283090909090905,4.727327620654187,4.924454545454545,-1.4904318677008186,100.0,2023,11,314,4,0,0,0.5095681322991814,0,0
2023-11-11,11,0.17350155831832845,18.18709090909091,5.06141064922742,4.887909090909091,-5.258164812302137,117.0,2023,11,315,5,0,1,-3.2581648123021374,1,0
2023-11-12,11,0.12121671659255115,25.621000000000002,4.98230762568346,4.861090909090909,-7.797994001342787,141.0,2023,11,316,6,0,1,-5.797994001342787,0,1
2023-11-13,11,-0.0633220283617607,-9.968000000000023,4.697677971638239,4.761,-1.7880174318745716,165.0,2023,11,317,0,0,0,0.21198256812542837,0,0
2023-11-14,11,0.0010412176700669497,1.4590909090909152,4.769495763124612,4.768454545454546,-1.8220223968719333,168.0,2023,11,318,1,0,0,0.17797760312806665,0,0
2023-11-15,10,-0.3234351035563142,-42.338300000000004,4.627564896443685,4.951,0.22860720714658272,173.0,2023,11,319,2,0,0,2.228607207146583,0,0
